"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
pls_support_conducted,peer_support_register,,yesno,"<font color=""red""><b>PS-5</b></font> Was a support group conducted?",,,,,,,"[pls_access] = 'Y'",y,,,,,
artr_access,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-S</strong></span> Did the client access this service?","Y, Yes | N, No | UN, Unverified",,,,,,,y,,,,,
artr_registration_date,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-0</strong></span> Date of registration or enrollment into HIV Care",,,date_ymd,,,,"[artr_access] = 'Y'",y,,,,,
artr_number,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-1</strong></span> OI or ART Number",,"format should be <i>PP-DD-SS-YYYY-A-SSSSS</i>",,,,,"[artr_access] = 'Y'",,,,,,
artr_referred,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-2</strong></span> Was the client referred from somewhere?",,,,,,,"[artr_access] = 'Y'",y,,,,,
artr_linkage_have,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-2b</strong></span> Does the client have a linkage number?",,,,,,,"[artr_referred] = '1'",y,,,,,
artr_linkage_type,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-2c</strong></span> What type of linkage?","1, EID | 2, HTS | 3, PMTCT | 4, STI | 5, TB Program | 6, VMMC | 7, Other",,,,,,"[artr_linkage_have] = '1'",y,,,,,
artr_linkage_type_othr,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-2d</strong></span> Please specify other linkage",,,,,,,"[artr_linkage_type] = '7'",y,,,,,
artr_linkage_number,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-2d</strong></span> Linkage Number",,"use correct format as listed in art booklet",,,,,"[artr_linkage_type] = '1' or [artr_linkage_type] = '2' or [artr_linkage_type] = '3' or [artr_linkage_type] = '4' or [artr_linkage_type] = '5' or [artr_linkage_type] = '6' or [artr_linkage_type] = '7'",y,,,,,
artr_referred_institution,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-2bii</strong></span> Please state name of referring institution",,,,,,,"[artr_linkage_have] = '0'",y,,,,,
artr_first_hiv_test,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-3</strong></span> Date of first confirmed HIV Test",,,date_ymd,,,,"[artr_access] = 'Y'",,,,,,
artr_ist_hiv_inst,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-4</strong></span> Name of institution first test was done",,,,,,,"[artr_access] = 'Y'",,,,,,
artr_hiv_test_type,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-5</strong></span> HIV Test used?","1, AB | 2, PCR",,,,,,"[artr_access] = 'Y'",,,,,,
artr_hiv_test_reason,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-6</strong></span> Reason for HIV test","1, Antenatal | 2, PrEP | 3, PEP | 4, Hospital or illness | 5, TB | 6, VCT | 7, Occupational | 8, Confirmatory HIV Test | 9, Retesting HIV for ART initiation | 10, Death of Child or Spouse | 11, Spouse or Child<5 on ART program | 12, Other",,,,,,"[artr_access] = 'Y'",y,,,,,
artr_hiv_reas_oth,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-6b</strong></span> Specify other reason for HIV Test",,,,,,,"[artr_access] = 'Y'",y,,,,," @HIDDEN"
artr_symptoms,oiart_initial_register,"<span style=""color: red;""><strong>Client Symptoms, Signs etc</strong></span>",checkbox,"<span style=""color: green;""><strong>ARTR-Sa1</strong></span> Client Symptoms at enrollment in HIV CARE ","1, Flue-like (URTI) | 2, Fever > 1 month | 3, Difficult in swallowing (Dysphagia) and or (Odynophagia) | 4, Abdominal pain | 5, Chronic  fatigue | 6, Numbness/tingling | 7, Headache | 8, Cough (Current or productive) | 9, Productive | 10, Difficult/Labored respiration | 11, Night Sweats | 12, Nausea and or vomiting | 13, Diarrhoea (Blood, > 1 month) | 14, Chronic Pain | 15, Burning hands or feet | 16, Other","Tick all that apply",,,,,"[artr_access] = 'Y'",y,RH,,,,
artr_symptoms_oth,oiart_initial_register,,notes,"<span style=""color: green;""><strong>ARTR-Sa1b</strong></span> Specify other symptoms",,,,,,,"[artr_symptoms(16)] = '1'",y,RH,,,,
artr_hiv_signs,oiart_initial_register,,checkbox,"<span style=""color: green;""><strong>ARTR-Sa2</strong></span> Signs at HIV Care Enrollment ","1, Coughing | 2, Pregnant | 3, Neck stiffness | 4, Genital Ulcer syndrome, etc. (STI symptoms) | 5, Mental Confusion | 6, Failure to thrive/Unexplained malnutrition | 7, Weight Loss | 8, Other","Tick all that apply",,,,,"[artr_access] = 'Y'",y,RH,,,,
artr_signs_oth,oiart_initial_register,,notes,"<span style=""color: green;""><strong>ARTR-Sa2b</strong></span> Specify other HIV signs",,,,,,,[artr_hiv_signs(8)]='1',y,RH,,,,
artr_weight_loss,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-Sa3</strong></span> Weight Loss (Signs)","1, Nil | 2, < 10% | 3, >10%",,,,,,"[artr_hiv_signs(7)] = '1'",y,RH,,,,
artr_medical_history,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-Sa4</strong></span> Past medical history","1, Wasting syndrome | 2, Oropharyngeal candidiasis (thrush) | 3, Oesophageal candidiasis | 4, Persistent Generalized Lymphadenopathy | 5, Herpes simplex x1 | 6, Herpes Zoster | 7, Cervical Screening before | 8, Kaposi Sarcoma | 9, Cryptococcal Meningitis | 10, Diarrhea (> 1 month) | 11, Recurrent Upper Respiratory Tract Infection | 12, Fever (> 1month) | 13, Pneunonia (recurrent) | 14, TB-Pulmonary | 15, TB-Extra Pulmonary | 16, Family member treated for TB | 17, Heavy alcahol use | 18, Other skin rash | 19, Disseminated Cryptococcal Infection | 20, Diabetes | 21, Hypertension | 22, Obesity | 23, Ischemic heart disease | 24, Other","Tick all that apply",,,,,"[artr_access] = 'Y'",y,RH,,,,
artr_medhistory_oth,oiart_initial_register,,notes,"<span style=""color: green;""><strong>ARTR-Sa4b</strong></span> Specify other (Medical History)",,,,,,,"[artr_medical_history] = '24'",y,RH,,,,
artr_bio_contacts,oiart_initial_register,"<span style=""color: red;""><strong>Biological Contacts</strong></span>",yesno,"<span style=""color: green;""><strong>ARTR-7</strong></span> Does the patient has biological contacts?",,,,,,,"[artr_access] = 'Y'",y,,,,,
artr_contacts_count,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-7aa</strong></span> How many contacts?",,,integer,1,,,"[artr_bio_contacts] = '1'",y,,,,,
artr_1st_contact_name,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-7a1</strong></span> Name and Surname of 1st Contact",,,,,,,"[artr_bio_contacts] = '1'",,,,,,
artr_1st_contact_relation,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-7a2</strong></span> Relationship with case (1st  Contact)","A, Partner | B, Biological Parent | C, Guardian Parent (Including grandparents) | D, Sibling with same Parents | E, Biological Child | F, Adopted Child | G, Other Relative | H, Non-Relative",,,,,,"[artr_bio_contacts] = '1'",y,,,,,
artr_1st_contact_gender,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-7a3</strong></span> 1st Contact gender","1, Male | 2, Female",,,,,,"[artr_bio_contacts] = '1'",y,,,,,
artr_1st_contact_dob,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-7a4</strong></span> 1st Contact Date of Birth",,,date_ymd,,,,"[artr_bio_contacts] = '1'",,,,,,
artr_1st_contact_tested,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-7a5</strong></span> Was 1st Contact tested for HIV Prior (Includes DNA PCR for infants)",,,,,,,"[artr_bio_contacts] = '1'",,,,,,
art_1st_contact_result,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-7a5ii</strong></span> What was the 1st Contact HIV result?","P, Positive | N, Negative",,,,,,"[artr_1st_contact_tested] = '1'",y,,,,,
artr_1st_contact_care,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-7a5iii</strong></span> Is 1st Contact enrolled in Care?",,,,,,,"[artr_1st_contact_tested] = '1'",,,,,,
artr_1st_contact_art,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-7a5iv</strong></span> Is 1st Contact on ART?",,,,,,,"[artr_1st_contact_tested] = '1'",y,,,,,
artr_1st_contact_number,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-7a5v</strong></span> OI or ART Number for 1st Contact",,"format should be <i>PP-DD-SS-YYYY-A-SSSSS</i>",,,,,[artr_1st_contact_art]='1',,,,,,
artr_2nd_contact_name,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-7b1</strong></span> Name and Surname of 2nd Contact",,,,,,,"[artr_bio_contacts] = '1' && [artr_contacts_count] > 1",,,,,,
artr_2nd_contact_relation,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-7b2</strong></span> Relationship with case (2nd  Contact)","A, Partner | B, Biological Parent | C, Guardian Parent (Including grandparents) | D, Sibling with same Parents | E, Biological Child | F, Adopted Child | G, Other Relative | H, Non-Relative",,,,,,"[artr_bio_contacts] = '1' && [artr_contacts_count] > 1",y,,,,,
artr_2nd_contact_gender,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-7b3</strong></span> 2nd Contact gender","1, Male | 2, Female",,,,,,"[artr_bio_contacts] = '1' && [artr_contacts_count] > 1",y,,,,,
artr_2nd_contact_dob,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-7b4</strong></span> 2nd Contact Date of Birth",,,date_ymd,,,,"[artr_bio_contacts] = '1' && [artr_contacts_count] > 1",,,,,,
artr_2nd_contact_tested,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-7b5</strong></span> Was 2nd Contact tested for HIV Prior (Includes DNA PCR for infants)",,,,,,,"[artr_bio_contacts] = '1' && [artr_contacts_count] > 1",,,,,,
art_2nd_contact_result,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-7b5ii</strong></span> What was the 2nd Contact HIV result?","P, Positive | N, Negative",,,,,,"[artr_2nd_contact_tested] = '1'",y,,,,,
artr_2nd_contact_care,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-7b5iii</strong></span> Is 2nd Contact enrolled in Care?",,,,,,,"[artr_2nd_contact_tested] = '1'",,,,,,
artr_2nd_contact_art,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-7b5iv</strong></span> Is 2nd Contact on ART?",,,,,,,"[artr_2nd_contact_tested] = '1'",y,,,,,
artr_2nd_contact_number,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-7b5v</strong></span> OI or ART Number for 2nd Contact",,"format should be <i>PP-DD-SS-YYYY-A-SSSSS</i>",,,,,[artr_2nd_contact_art]='1',,,,,,
artr_3rd_contact_relation,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-7c2</strong></span> Relationship with case (3rd Contact)","A, Partner | B, Biological Parent | C, Guardian Parent (Including grandparents) | D, Sibling with same Parents | E, Biological Child | F, Adopted Child | G, Other Relative | H, Non-Relative",,,,,,"[artr_bio_contacts] = '1' && [artr_contacts_count] > 2",y,,,,,
artr_3rd_contact_gender,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-7c3</strong></span>  3rd Contact gender","1, Male | 2, Female",,,,,,"[artr_bio_contacts] = '1' && [artr_contacts_count] > 2",y,,,,,
artr_3rd_contact_dob,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-7c4</strong></span> 3rd Contact Date of Birth",,,date_ymd,,,,"[artr_bio_contacts] = '1' && [artr_contacts_count] > 2",,,,,,
artr_3rd_contact_tested,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-7c5</strong></span> Was 3rd Contact tested for HIV Prior (Includes DNA PCR for infants)",,,,,,,"[artr_bio_contacts] = '1' && [artr_contacts_count] > 2",,,,,,
art_3rd_contact_result,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-7c5ii</strong></span> What was the 3rd Contact HIV result?","P, Positive | N, Negative",,,,,,"[artr_3rd_contact_tested] = '1'",y,,,,,
artr_3rd_contact_care,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-7c5iii</strong></span> Is 3rd Contact enrolled in Care?",,,,,,,"[artr_3rd_contact_tested] = '1'",,,,,,
artr_3rd_contact_art,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-7c5iv</strong></span> Is 3rd Contact on ART?",,,,,,,"[artr_3rd_contact_tested] = '1'",y,,,,,
artr_3rd_contact_number,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-7c5v</strong></span> OI or ART Number for 3rd Contact",,"format should be <i>PP-DD-SS-YYYY-A-SSSSS</i>",,,,,[artr_3rd_contact_art]='1',,,,,,
artr_prophylaxis,oiart_initial_register,"<span style=""color: red;""><strong>Drug Allergies</strong></span>",yesno,"<span style=""color: green;""><strong>ARTR-8a</strong></span> Drug history or prophylaxis",,,,,,,"[artr_access] = 'Y'",y,,,,,
artr_prophylaxis_regimen,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-8ai</strong></span> What  Regimen (Drug History or Prophylaxis)","1, sNVP | 2, AZT | 3, 3TC | 4, PREP",,,,,,"[artr_prophylaxis] = '1'",y,,,,,
artr_prophy_date_start,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8aii</strong></span> Date Started (Prophylaxis)",,,date_ymd,,,,"[artr_prophylaxis] = '1'",,,,,,
artr_prophy_date_last,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8aiii</strong></span> Date last taken (Prophylaxis)",,,date_ymd,,,,"[artr_prophylaxis] = '1'",,,,,,
artr_arv_exposure,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-8b</strong></span> Prior ARV Exposure",,,,,,,"[artr_access] = 'Y'",y,,,,,
artr_arv_exposure_regimen,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-8bi</strong></span> What  Regimen (Prior ARV Exposure)","1, sNVP | 2, AZT | 3, 3TC | 4, PREP",,,,,,"[artr_arv_exposure] = '1'",y,,,,,
artr_arv_date_start,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8bii</strong></span> Date Started (Prior ARV Exposure)",,,date_ymd,,,,"[artr_arv_exposure] = '1'",,,,,,
artr_arv_date_end,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8biii</strong></span> Date Completed (Prior ARV Exposure)",,,date_ymd,,,,"[artr_arv_exposure] = '1'",,,,,,
artr_pmtctc_exposure,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-8c</strong></span> Prior PMTCT Exposure",,,,,,,"[artr_access] = 'Y'",y,,,,,
artr_pmtctc_exp_dose,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8ci</strong></span> Dosage (Prior PMTCT Exposure)",,mg,,,,,"[artr_pmtctc_exposure] = '1'",y,,,,,
artr_pmtctc_date_start,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8cii</strong></span> Date Started (Prior PMTCT Exposure)",,,date_ymd,,,,"[artr_pmtctc_exposure] = '1'",,,,,,
artr_pmtctc_date_end,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8ciii</strong></span> Date Completed (Prior PMTCT Exposure)",,,date_ymd,,,,"[artr_pmtctc_exposure] = '1'",,,,,,
artr_cotrimoxazole,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-8d</strong></span> Cotrimoxazole",,,,,,,"[artr_access] = 'Y'",y,,,,,
artr_cotrimoxazole_dose,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8di</strong></span> Dosage (Cotrimoxazole)",,mg,,,,,"[artr_cotrimoxazole] = '1'",y,,,,,
artr_cotri_date_start,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8dii</strong></span> Date Started (Cotrimoxazole)",,,date_ymd,,,,"[artr_cotrimoxazole] = '1'",,,,,,
artr_cotri_date_ended,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8diii</strong></span> Date Stopped (Cotrimoxazole)",,,date_ymd,,,,"[artr_cotrimoxazole] = '1'",,,,,,
artr_fluconazole,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-8e</strong></span> Fluconazole",,,,,,,"[artr_access] = 'Y'",y,,,,,
artr_fluconazole_dosage,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8ei</strong></span> Dosage (Fluconazole)",,,,,,,"[artr_fluconazole] = '1'",y,,,,,
artr_fluco_date_start,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8eii</strong></span> Date Started (Fluconazole)",,,date_ymd,,,,"[artr_fluconazole] = '1'",,,,,,
artr_fluco_date_end,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR-8eiii</strong></span> Date Completed (Fluconazole)",,,date_ymd,,,,"[artr_fluconazole] = '1'",,,,,,
artr_tb_therapy,oiart_initial_register,,yesno,"<span style=""color: green;""><strong>ARTR-8f</strong></span> Current TB therapy",,,,,,,"[artr_access] = 'Y'",y,,,,,
artr_tb_category,oiart_initial_register,,radio,"<span style=""color: green;""><strong>ARTR-8fii </strong></span> What category (TB)","1, Category 1 | 2, Category 2",,,,,,"[artr_tb_therapy] = '1'",y,,,,,
artr_other_allrgy,oiart_initial_register,,text,"<span style=""color: green;""><strong>ARTR- 8g</strong></span> If client has other drug allergies, please specify",,,,,,,"[artr_access] = 'Y'",,,,,,
artib_access,oiart_initial_baseline,"<span style=""color: red;""><strong>Laboratory Investigations</strong></span>",radio,"<span style=""color: green;""><strong>ARTIB-S</strong></span> Did the client access this service?","Y, Yes | N, No | UN, Unverified",,,,,,,y,,,,,
artib_cd4,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-1</strong></span> Was CD4 count done?",,,,,,,"[artib_access] = 'Y'",y,,,,,
artib_cd4_date,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-1a</strong></span> CD4 Count Date",,,date_ymd,,,,"[artib_cd4] = '1'",y,,,,,
artib_cd4_count,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-1b</strong></span> CD4 count result",,"cell/mm or %",number,0,,,"[artib_cd4] = '1'",y,,,,,
artib_cd4_nd,oiart_initial_baseline,,notes,"<span style=""color: green;""><strong>ARTIB-1c</strong></span> Why was cd4 count not done?",,,,,,,"[artib_cd4] = '0'",y,,,,,
artib_cd4_perc,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-2</strong></span> Was CD4% done?",,,,,,,"[artib_access] = 'Y'",y,,,,," @HIDDEN"
artib_cd4_percent_result,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-2a</strong></span> CD4 %",,,number,0,,,"[artib_cd4_perc] = '1'",y,,,,,
artib_cd4_perc_date,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-2b</strong></span> CD4 % result date",,,date_ymd,,,,"[artib_cd4_perc] = '1'",y,,,,,
artib_cd4_perc_nd,oiart_initial_baseline,,notes,"<span style=""color: green;""><strong>ARTIB-2c</strong></span> Why was cd4 % not done?",,,,,,,"[artib_cd4_perc] = '0'",y,,,,,
artib_hb,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-3</strong></span> Was HB done?",,,,,,,"[artib_access] = 'Y'",y,,,,,
artib_hb_result,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-3a</strong></span> What was the HB result?",,,number,0,,,"[artib_hb] = '1'",y,,,,,
artib_hb_result_date,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-3b</strong></span> What was the HB result date?",,,date_ymd,,,,"[artib_hb] = '1'",y,,,,,
artib_hb_nd,oiart_initial_baseline,,notes,"<span style=""color: green;""><strong>ARTIB-3c</strong></span> Why was the HB test not done?",,,,,,,"[artib_hb] = '0'",y,,,,,
artib_alt,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-4</strong></span> Was ALT done?",,,,,,,"[artib_access] = 'Y'",y,,,,,
artib_alt_result,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-4a</strong></span> What was the ALT results?",,mmol/L,number,0,,,"[artib_alt] = '1'",y,,,,,
artib_alt_result_date,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-4b</strong></span> What was the ALT results date?",,,date_ymd,,,,"[artib_alt] = '1'",y,,,,,
artib_alt_nd,oiart_initial_baseline,,notes,"<span style=""color: green;""><strong>ARTIB-4c</strong></span> Why was ALT not done?",,,,,,,"[artib_alt] = '0'",y,,,,,
artib_wbc,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-5</strong></span> Was the WBC test done?",,,,,,,"[artib_access] = 'Y'",y,,,,,
artib_wbc_result,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-5a</strong></span> What were the WBC Test results?",,cell/ul,number,0,,,"[artib_wbc] = '1'",,,,,,
artib_wbc_result_date,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-5b</strong></span> What were the WBC Test results date?",,,date_ymd,,,,"[artib_wbc] = '1'",y,,,,,
artib_wbc_nd,oiart_initial_baseline,,notes,"<span style=""color: green;""><strong>ARTIB-5c</strong></span> Why was the WBC Test not done?",,,,,,,"[artib_wbc] = '0'",y,,,,,
artib_creatinine,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-6</strong></span> Was the Creatinine Test done?",,,,,,,"[artib_access] = 'Y'",y,,,,,
artib_creatinine_result,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-6a</strong></span> What were the Creatinine Test results?",,,number,,,,"[artib_creatinine] = '1'",y,,,,,
artib_creatin_result_date,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-6b</strong></span> What were the Creatinine Test results date?",,,date_ymd,,,,"[artib_creatinine] = '1'",y,,,,,
artib_creatin_nd,oiart_initial_baseline,,notes,"<span style=""color: green;""><strong>ARTIB-6c</strong></span> Why was the Creatinine Test not done?",,,,,,,"[artib_creatinine] = '0'",y,,,,,
artib_viral_load,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-7</strong></span> Was the Viral Load Test done?",,,,,,,"[artib_access] = 'Y'",y,,,,,
artib_viral_load_value,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-7a</strong></span> Are the results in number (Value) format?",,,,,,,"[artib_viral_load] = '1'",y,,,,,
artib_viral_load_result,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-7a1</strong></span> What were the Viral Load Test results?",,copies/ml,integer,,,,"[artib_viral_load_value] = '1'",y,,,,,
artib_viral_load_result_2,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-7a2</strong></span> What were the Viral Load Test results?",,copies/ml,,,,,"[artib_viral_load_value] = '0'",y,,,,,
artib_v_load_result_date,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-7b</strong></span> What was the Viral Load Test results date?",,"if date is unknown please insert 3000-01-01",date_ymd,,,,"[artib_viral_load] = '1'",y,,,,,
artib_v_load_nd,oiart_initial_baseline,,notes,"<span style=""color: green;""><strong>ARTIB-7c</strong></span> Why was the Viral Load Test not done?",,,,,,,"[artib_viral_load] = '0'",y,,,,,
artib_weight,oiart_initial_baseline,"<span style=""color: red;""><strong>Examination at enrollment into HIV Care (Baseline)</strong></span>",text,"<span style=""color: green;""><strong>ARTIB-8</strong></span> Client Weight",,kg,number,0,,,"[artib_access] = 'Y'",y,,,,,
artib_height,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-8b</strong></span> Client Height",,cm,number,0,,,"[artib_access] = 'Y'",y,,,,,
artib_bp,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-8c</strong></span> Was Blood Pressure measured?",,,,,,,"[artib_access] = 'Y'",y,,,,,
artib_bp_systolic,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-8ci</strong></span> What was the BP systolic?",,,integer,0,,,"[artib_bp] = '1'",y,,,,,
artib_bp_diastolic,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-8cii</strong></span> What was the BP diastolic?",,,integer,0,,,"[artib_bp] = '1'",y,,,,,
artib_temperature,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-8d</strong></span> Client temperature?",,,number,0,,,"[artib_access] = 'Y'",y,,,,,
artib_pulse,oiart_initial_baseline,,text,"<span style=""color: green;""><strong>ARTIB-8e</strong></span> What was the pulse?",,,integer,,,,"[artib_access] = 'Y'",y,,,,,
artib_lymph_nodes,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-9</strong></span> Enlarged lymph nodes?",,,,,,,"[artib_access] = 'Y'",y,,,,,
artib_pallor,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-9b</strong></span> Pallor",,,,,,,"[artib_access] = 'Y'",y,,,,,
artib_jaundice,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-9c</strong></span> Jaundice",,,,,,,"[artib_access] = 'Y'",y,,,,,
artib_cyanosis,oiart_initial_baseline,,yesno,"<span style=""color: green;""><strong>ARTIB-9d</strong></span> Cyanosis",,,,,,,"[artib_access] = 'Y'",y,,,,,
artob_mental_status,oiart_initial_baseline,,radio,"<span style=""color: green;""><strong>ARTIB-9e</strong></span> Mental Status","N, Normal | A, Abnormal",,,,,,"[artib_access] = 'Y'",y,,,,,
artib_central_nevous,oiart_initial_baseline,,radio,"<span style=""color: green;""><strong>ARTIB-9f</strong></span> Central Nervous System","N, Normal | A, Abnormal",,,,,,"[artib_access] = 'Y'",y,,,,,
art_access,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-S</strong></span> Did the client access this service?","Y, Yes | N, No | UN, Unverified","Includes visits made at other facility while patient is away.",,,,,,y,,,,,
art_visit_number,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-1</strong></span> Visit Number",,"Includes visits made at other facility while patient is away.",integer,,,,"[art_access] = 'Y'",y,,,,,
art_review_date,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-2a</strong></span> Date of review",,,date_ymd,,,,"[art_access] = 'Y'",y,,,,,
art_visit_type,oiart_follow_ups,,radio,"<span style=""color: green;""><strong>ART-2b</strong></span> Visit type.","A, Present Self or Conventional Care (Not on a DSD model) | B, Sent Care Giver or Treatment Supporter (Not in DSD model) | C, Visit made at another clinic | D, Malayitsha or Cross Border Transport | E, CARG (Family, KPs, General Population) | F, Clubs (Teen, Carer & Child, Post partum) | G, Fast Track | H, Outreach by Facility (HCW) | I, Drop in Centre | J, Out of Facility Community ART Distribution (OFCAD) | K, Private Pharmacy | L, Other",,,,,,"[art_access] = 'Y'",y,,,,,
art_visit_specify,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-2bi</strong></span> Please specify (Other visit type)",,,,,,,"[art_visit_type] = 'L'",y,,,,,
art_weight,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-3</strong></span> Client Weight",,,number,,,,"[art_access] = 'Y'",y,,,,,
art_height,oiart_follow_ups,,text,"<span style=""color: green;""><strong>ART-4</strong></span> Client Height",,"Please convert to cm if in meters",number,0,,,"[art_access] = 'Y'",y,,,,,
